,File Size,Month,Date,Time,File Name,Recording Status,Energy in first 5 secs
0,992K,Jul,9,12:45,20220709_194556.WAV,full with data,10683.9658203125
1,343M,Jul,9,12:59,20220709_194756.WAV,full with data,50491.625
2,856M,Jul,9,13:29,20220709_200000.WAV,full with data,44.145469665527344
3,856M,Jul,9,13:59,20220709_203000.WAV,full with data,93.19990539550781
4,856M,Jul,9,14:29,20220709_210000.WAV,full with data,132.6440887451172
5,856M,Jul,9,14:59,20220709_213000.WAV,full with data,559.479248046875
6,856M,Jul,9,15:29,20220709_220000.WAV,full with data,292.90606689453125
7,856M,Jul,9,15:59,20220709_223000.WAV,full with data,330.7012939453125
8,856M,Jul,9,16:29,20220709_230000.WAV,full with data,137.7862091064453
9,856M,Jul,9,16:59,20220709_233000.WAV,full with data,451.35650634765625
10,856M,Jul,9,17:29,20220710_000000.WAV,full with data,385.95709228515625
11,856M,Jul,9,17:59,20220710_003000.WAV,full with data,326.5716552734375
12,856M,Jul,9,18:29,20220710_010000.WAV,full with data,406.2273254394531
13,856M,Jul,9,18:59,20220710_013000.WAV,full with data,2269.736328125
14,856M,Jul,9,19:29,20220710_020000.WAV,full with data,174.16139221191406
15,856M,Jul,9,19:59,20220710_023000.WAV,full with data,851.773193359375
16,856M,Jul,9,20:29,20220710_030000.WAV,full with data,128.5526123046875
17,856M,Jul,9,20:59,20220710_033000.WAV,full with data,558.21630859375
18,856M,Jul,9,21:29,20220710_040000.WAV,full with data,80.8154067993164
19,856M,Jul,9,21:59,20220710_043000.WAV,full with data,131.19436645507812
20,856M,Jul,9,22:29,20220710_050000.WAV,full with data,81.09757232666016
21,856M,Jul,9,22:59,20220710_053000.WAV,full with data,44.722476959228516
22,856M,Jul,9,23:29,20220710_060000.WAV,full with data,42.626991271972656
23,856M,Jul,9,23:59,20220710_063000.WAV,full with data,84.37327575683594
24,856M,Jul,10,00:29,20220710_070000.WAV,full with data,46.23252487182617
25,856M,Jul,10,00:59,20220710_073000.WAV,full with data,23.896390914916992
26,856M,Jul,10,01:29,20220710_080000.WAV,full with data,75.23373413085938
27,856M,Jul,10,01:59,20220710_083000.WAV,full with data,67.6331558227539
28,856M,Jul,10,02:29,20220710_090000.WAV,full with data,59.226810455322266
29,856M,Jul,10,02:59,20220710_093000.WAV,full with data,26.872055053710938
30,65M,Jul,13,00:03,20220710_100000.WAV,full with data,36.64096450805664
31,856M,Jul,10,03:59,20220710_103000.WAV,full with data,135.9670867919922
32,856M,Jul,10,04:29,20220710_110000.WAV,full with data,40.73625946044922
33,856M,Jul,10,04:59,20220710_113000.WAV,full with data,29.81564712524414
34,856M,Jul,10,05:29,20220710_120000.WAV,full with data,157.90773010253906
35,856M,Jul,10,05:59,20220710_123000.WAV,full with data,324.3171691894531
36,856M,Jul,10,06:29,20220710_130000.WAV,full with data,39.78556823730469
37,856M,Jul,10,06:59,20220710_133000.WAV,full with data,1346.300048828125
38,856M,Jul,10,07:29,20220710_140000.WAV,full with data,707.7971801757812
39,856M,Jul,10,07:59,20220710_143000.WAV,full with data,95.21935272216797
40,856M,Jul,10,08:29,20220710_150000.WAV,full with data,111.75203704833984
41,856M,Jul,10,08:59,20220710_153000.WAV,full with data,247.45870971679688
42,856M,Jul,10,09:29,20220710_160000.WAV,full with data,566.499267578125
43,856M,Jul,10,09:59,20220710_163000.WAV,full with data,63.570491790771484
44,856M,Jul,10,10:29,20220710_170000.WAV,full with data,299.6432800292969
45,856M,Jul,10,10:59,20220710_173000.WAV,full with data,698.7559814453125
46,856M,Jul,10,11:29,20220710_180000.WAV,full with data,168.94418334960938
47,856M,Jul,10,11:59,20220710_183000.WAV,full with data,425.2483825683594
48,856M,Jul,10,12:29,20220710_190000.WAV,full with data,1215.705322265625
49,856M,Jul,10,12:59,20220710_193000.WAV,full with data,220.14344787597656
50,856M,Jul,10,13:29,20220710_200000.WAV,full with data,262.6916809082031
51,856M,Jul,10,13:59,20220710_203000.WAV,full with data,100.2943344116211
52,856M,Jul,10,14:29,20220710_210000.WAV,full with data,2010.3074951171875
53,856M,Jul,10,14:59,20220710_213000.WAV,full with data,1072.9114990234375
54,856M,Jul,10,15:29,20220710_220000.WAV,full with data,1619.885986328125
55,856M,Jul,10,15:59,20220710_223000.WAV,full with data,416.6217346191406
56,856M,Jul,10,16:29,20220710_230000.WAV,full with data,355.3233642578125
57,856M,Jul,10,16:59,20220710_233000.WAV,full with data,197.5186004638672
58,0,Dec,31,1979,20220711_000000.WAV,empty,
59,856M,Jul,10,17:59,20220711_003000.WAV,full with data,105.5854721069336
60,856M,Jul,10,18:29,20220711_010000.WAV,full with data,228.21653747558594
61,856M,Jul,10,18:59,20220711_013000.WAV,full with data,1533.4462890625
62,856M,Jul,10,19:29,20220711_020000.WAV,full with data,633.7291870117188
63,856M,Jul,10,19:59,20220711_023000.WAV,full with data,318.27197265625
64,856M,Jul,10,20:29,20220711_030000.WAV,full with data,796.4223022460938
65,0,Dec,31,1979,20220711_033000.WAV,empty,
66,0,Dec,31,1979,20220711_040000.WAV,empty,
67,0,Dec,31,1979,20220711_043000.WAV,empty,
68,0,Dec,31,1979,20220711_050000.WAV,empty,
69,0,Dec,31,1979,20220711_053000.WAV,empty,
70,0,Dec,31,1979,20220711_060000.WAV,empty,
71,0,Dec,31,1979,20220711_063000.WAV,empty,
72,0,Dec,31,1979,20220711_070000.WAV,empty,
73,0,Dec,31,1979,20220711_073000.WAV,empty,
74,0,Dec,31,1979,20220711_080000.WAV,empty,
75,0,Dec,31,1979,20220711_083000.WAV,empty,
76,0,Dec,31,1979,20220711_090000.WAV,empty,
77,0,Dec,31,1979,20220711_093000.WAV,empty,
78,0,Dec,31,1979,20220711_100000.WAV,empty,
79,0,Dec,31,1979,20220711_103000.WAV,empty,
80,0,Dec,31,1979,20220711_110000.WAV,empty,
81,0,Dec,31,1979,20220711_113000.WAV,empty,
82,0,Dec,31,1979,20220711_120000.WAV,empty,
83,0,Dec,31,1979,20220711_123000.WAV,empty,
84,0,Dec,31,1979,20220711_130000.WAV,empty,
85,0,Dec,31,1979,20220711_133000.WAV,empty,
86,0,Dec,31,1979,20220711_140000.WAV,empty,
87,0,Dec,31,1979,20220711_143000.WAV,empty,
88,0,Dec,31,1979,20220711_150000.WAV,empty,
89,0,Dec,31,1979,20220711_153000.WAV,empty,
90,0,Dec,31,1979,20220711_160000.WAV,empty,
91,0,Dec,31,1979,20220711_163000.WAV,empty,
92,0,Dec,31,1979,20220711_170000.WAV,empty,
93,856M,Jul,11,10:59,20220711_173000.WAV,full with data,1138.1785888671875
94,856M,Jul,11,11:29,20220711_180000.WAV,full with data,263.462890625
95,856M,Jul,11,11:59,20220711_183000.WAV,full with data,298.43133544921875
96,0,Dec,31,1979,20220711_190000.WAV,empty,
97,0,Dec,31,1979,20220711_193000.WAV,empty,
98,0,Dec,31,1979,20220711_200000.WAV,empty,
99,0,Dec,31,1979,20220711_210000.WAV,empty,
100,0,Dec,31,1979,20220711_213000.WAV,empty,
101,0,Dec,31,1979,20220711_220000.WAV,empty,
102,856M,Jul,11,15:59,20220711_223000.WAV,full with data,454.6229553222656
103,856M,Jul,11,16:29,20220711_230000.WAV,full with data,754.9182739257812
104,856M,Jul,11,16:59,20220711_233000.WAV,full with data,640.6784057617188
105,856M,Jul,11,17:29,20220712_000000.WAV,full with data,567.919921875
106,0,Dec,31,1979,20220712_003000.WAV,empty,
107,856M,Jul,11,18:29,20220712_010000.WAV,full with data,1034.975830078125
108,0,Dec,31,1979,20220712_013000.WAV,empty,
109,0,Dec,31,1979,20220712_020000.WAV,empty,
110,0,Dec,31,1979,20220712_023000.WAV,empty,
111,0,Dec,31,1979,20220712_030000.WAV,empty,
112,0,Dec,31,1979,20220712_033000.WAV,empty,
113,0,Dec,31,1979,20220712_040000.WAV,empty,
114,0,Dec,31,1979,20220712_043000.WAV,empty,
115,0,Dec,31,1979,20220712_050000.WAV,empty,
116,0,Dec,31,1979,20220712_053000.WAV,empty,
117,0,Dec,31,1979,20220712_060000.WAV,empty,
118,0,Dec,31,1979,20220712_063000.WAV,empty,
119,0,Dec,31,1979,20220712_070000.WAV,empty,
120,0,Dec,31,1979,20220712_073000.WAV,empty,
121,0,Dec,31,1979,20220712_080000.WAV,empty,
122,0,Dec,31,1979,20220712_083000.WAV,empty,
123,0,Dec,31,1979,20220712_090000.WAV,empty,
124,0,Dec,31,1979,20220712_093000.WAV,empty,
125,0,Dec,31,1979,20220712_100000.WAV,empty,
126,0,Dec,31,1979,20220712_103000.WAV,empty,
127,0,Dec,31,1979,20220712_110000.WAV,empty,
128,0,Dec,31,1979,20220712_113000.WAV,empty,
129,0,Dec,31,1979,20220712_120000.WAV,empty,
130,0,Dec,31,1979,20220712_123000.WAV,empty,
131,0,Dec,31,1979,20220712_130000.WAV,empty,
132,0,Dec,31,1979,20220712_133000.WAV,empty,
133,0,Dec,31,1979,20220712_140000.WAV,empty,
134,0,Dec,31,1979,20220712_150000.WAV,empty,
135,0,Dec,31,1979,20220712_153000.WAV,empty,
136,0,Dec,31,1979,20220712_160000.WAV,empty,
137,0,Dec,31,1979,20220712_170000.WAV,empty,
138,0,Dec,31,1979,20220712_173000.WAV,empty,
139,0,Dec,31,1979,20220712_183000.WAV,empty,
140,0,Dec,31,1979,20220712_190000.WAV,empty,
